time (ms), rss (MB),arrayBuffers,external,heapTotal,heapUsed
71307, 21.757952, 0, 1.214334, 4.964352, 3.416848
71508, 21.757952, 0, 1.214334, 4.964352, 3.41864
71708, 21.762048, 0, 1.214334, 4.964352, 3.4204
71909, 21.762048, 0, 1.214334, 4.964352, 3.422184
72110, 21.762048, 0, 1.214334, 4.964352, 3.423944
72312, 21.766144, 0, 1.214334, 4.964352, 3.425704
72514, 21.766144, 0, 1.214334, 4.964352, 3.427496
72714, 21.77024, 0, 1.214334, 4.964352, 3.429256
72915, 21.77024, 0, 1.214334, 4.964352, 3.43104
73115, 21.774336, 0, 1.214334, 4.964352, 3.432792
73318, 21.774336, 0, 1.214334, 4.964352, 3.434584
73518, 21.774336, 0, 1.214334, 4.964352, 3.436344
73719, 21.778432, 0, 1.214334, 4.964352, 3.438104
73920, 21.782528, 0, 1.214334, 4.964352, 3.439896
74120, 21.786624, 0, 1.214334, 4.964352, 3.441688
74321, 21.786624, 0, 1.214334, 4.964352, 3.44348
74521, 21.786624, 0, 1.214334, 4.964352, 3.44524
74722, 21.79072, 0, 1.214334, 4.964352, 3.447
74923, 21.79072, 0, 1.214334, 4.964352, 3.448776
75124, 21.794816, 0, 1.214334, 4.964352, 3.450536
75323, 21.794816, 0, 1.214334, 4.964352, 3.452328
75524, 21.798912, 0, 1.214334, 4.964352, 3.454088
75723, 21.798912, 0, 1.214334, 4.964352, 3.45588
75924, 21.798912, 0, 1.214334, 4.964352, 3.45764
76125, 21.803008, 0, 1.214334, 4.964352, 3.4594
76325, 21.803008, 0, 1.214334, 4.964352, 3.461184
76526, 21.807104, 0, 1.214334, 4.964352, 3.462944
76726, 21.807104, 0, 1.214334, 4.964352, 3.464736
76927, 21.807104, 0, 1.214334, 4.964352, 3.466496
77127, 21.8112, 0, 1.214334, 4.964352, 3.468256
77328, 21.8112, 0, 1.214334, 4.964352, 3.470032
77528, 21.815296, 0, 1.214334, 4.964352, 3.471784
77729, 21.815296, 0, 1.214334, 4.964352, 3.473576
77928, 21.819392, 0, 1.214334, 4.964352, 3.475336
78128, 21.819392, 0, 1.214334, 4.964352, 3.477128
78328, 21.819392, 0, 1.214334, 4.964352, 3.478888
78529, 21.823488, 0, 1.214334, 4.964352, 3.480648
78730, 21.823488, 0, 1.214334, 4.964352, 3.48244
78931, 21.827584, 0, 1.214334, 4.964352, 3.4842
79130, 21.827584, 0, 1.214334, 4.964352, 3.485984
79331, 21.827584, 0, 1.214334, 4.964352, 3.487744
79532, 21.83168, 0, 1.214334, 4.964352, 3.489504
79731, 21.83168, 0, 1.214334, 4.964352, 3.491288
79932, 21.835776, 0, 1.214334, 4.964352, 3.493048
80132, 21.835776, 0, 1.214334, 4.964352, 3.49484
80333, 21.839872, 0, 1.214334, 4.964352, 3.4966
80533, 21.839872, 0, 1.214334, 4.964352, 3.498384
80733, 21.839872, 0, 1.214334, 4.964352, 3.500144
80933, 21.843968, 0, 1.214334, 4.964352, 3.501904
81133, 21.843968, 0, 1.214334, 4.964352, 3.503696
81334, 21.848064, 0, 1.214334, 4.964352, 3.505456
81535, 21.848064, 0, 1.214334, 4.964352, 3.507248
81735, 21.848064, 0, 1.214334, 4.964352, 3.509008
81934, 21.85216, 0, 1.214334, 4.964352, 3.510768
82135, 21.85216, 0, 1.214334, 4.964352, 3.512552
82335, 21.856256, 0, 1.214334, 4.964352, 3.514312
82536, 21.856256, 0, 1.214334, 4.964352, 3.516104
82737, 21.860352, 0, 1.214334, 4.964352, 3.517864
82936, 21.860352, 0, 1.214334, 4.964352, 3.519656
83137, 21.860352, 0, 1.214334, 4.964352, 3.521416
83337, 21.864448, 0, 1.214334, 4.964352, 3.523176
83537, 21.864448, 0, 1.214334, 4.964352, 3.524968
83738, 21.868544, 0, 1.214334, 4.964352, 3.526728
83939, 21.868544, 0, 1.214334, 4.964352, 3.52852
84140, 21.868544, 0, 1.214334, 4.964352, 3.53028
84339, 21.87264, 0, 1.214334, 4.964352, 3.53204
84540, 21.87264, 0, 1.214334, 4.964352, 3.533816
84740, 21.876736, 0, 1.214334, 4.964352, 3.535576
84939, 21.876736, 0, 1.214334, 4.964352, 3.537368
85140, 21.880832, 0, 1.214334, 4.964352, 3.539128
85339, 21.880832, 0, 1.214334, 4.964352, 3.54092
85540, 21.880832, 0, 1.214334, 4.964352, 3.54268
85740, 21.884928, 0, 1.214334, 4.964352, 3.54444
85941, 21.884928, 0, 1.214334, 4.964352, 3.546232
86142, 21.889024, 0, 1.214334, 4.964352, 3.547992
86342, 21.889024, 0, 1.214334, 4.964352, 3.549784
86543, 21.89312, 0, 1.214334, 4.964352, 3.551544
86744, 21.89312, 0, 1.214334, 4.964352, 3.553328
86944, 21.89312, 0, 1.214334, 4.964352, 3.555088
87145, 21.897216, 0, 1.214334, 4.964352, 3.556848
87345, 21.901312, 0, 1.214334, 4.964352, 3.55864
87545, 21.905408, 0, 1.214334, 4.964352, 3.560432
87744, 21.905408, 0, 1.214334, 4.964352, 3.562224
87944, 21.905408, 0, 1.214334, 4.964352, 3.563984
88145, 21.909504, 0, 1.214334, 4.964352, 3.565744
88346, 21.909504, 0, 1.214334, 4.964352, 3.567536
88547, 21.9136, 0, 1.214334, 4.964352, 3.569296
88748, 21.9136, 0, 1.214334, 4.964352, 3.571072
88949, 21.917696, 0, 1.214334, 4.964352, 3.572824
89150, 21.917696, 0, 1.214334, 4.964352, 3.574616
89349, 21.917696, 0, 1.214334, 4.964352, 3.576376
89549, 21.921792, 0, 1.214334, 4.964352, 3.578136
89750, 21.921792, 0, 1.214334, 4.964352, 3.579928
89951, 21.925888, 0, 1.214334, 4.964352, 3.581688
90152, 21.925888, 0, 1.214334, 4.964352, 3.58348
90351, 21.925888, 0, 1.214334, 4.964352, 3.58524
90552, 21.929984, 0, 1.214334, 4.964352, 3.587
90752, 21.929984, 0, 1.214334, 4.964352, 3.588784
90952, 21.93408, 0, 1.214334, 4.964352, 3.590544
91153, 21.93408, 0, 1.214334, 4.964352, 3.592328
91354, 21.938176, 0, 1.214334, 4.964352, 3.594088
91553, 21.938176, 0, 1.214334, 4.964352, 3.59588
91754, 21.938176, 0, 1.214334, 4.964352, 3.59764
91953, 21.942272, 0, 1.214334, 4.964352, 3.5994
92153, 21.942272, 0, 1.214334, 4.964352, 3.601184
92354, 21.946368, 0, 1.214334, 4.964352, 3.602944
92554, 21.946368, 0, 1.214334, 4.964352, 3.604736
92755, 21.946368, 0, 1.214334, 4.964352, 3.606496
